id,merchant_id,dba_name,partner_branch_number,status,status_category,current_processor,created_at,updated_at,tenant_id
2557,LEAD-CCCSB909,Elite Investor Mindset Group,4507,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:43:46.075942,2025-11-01 19:43:46.075942,1
2558,LEAD-98UFXH15,HOMETOWN ROOFING LLC,1009,Called LVM,Qualifying,,2025-11-01 19:43:46.169206,2025-11-01 19:43:46.169206,1
2559,LEAD-4BEOFPSN,EL MALCRIADO LLC,4001,Phone Followup,Qualifying,,2025-11-01 19:43:46.260057,2025-11-01 19:43:46.260057,1
2560,LEAD-ODOIHIXY,UNLIMITED BUILDERS CORP DBA UNLIMITED WINDOWS,4624,Buried - No Reason Specified,Dead End,,2025-11-01 19:43:46.351144,2025-11-01 19:43:46.351144,1
2561,LEAD-ID6PWAH1,CENTRAL FLORIDA SHARKS YOUTH CHEERLEADING INC,4509,Buried - No Reason Specified,Dead End,,2025-11-01 19:43:46.622863,2025-11-01 19:43:46.622863,1
2562,LEAD-5RKQY2QV,CAM WORLDWIDE LLC,4007,Phone Followup,Qualifying,,2025-11-01 19:43:46.713619,2025-11-01 19:43:46.713619,1
2563,LEAD-CTR3W4WT,Cindys Puppy Parlor,4239,In Existing Contract,Not Yet Interested,,2025-11-01 19:43:46.806604,2025-11-01 19:43:46.806604,1
2564,LEAD-GRDIAOUN,GULF COUNTY TAX COLLECTOR,4212,Called LVM,Qualifying,,2025-11-01 19:43:46.898374,2025-11-01 19:43:46.898374,1
2565,LEAD-ZK560A7O,"THE ISLAMORADA FISHING CLUB, INC",4003,Promised to Send Statement,Qualifying,,2025-11-01 19:43:46.989558,2025-11-01 19:43:46.989558,1
2566,LEAD-DFMD9X9N,Arkansas Juvenile Detention Association,1509,Pitched Decision Maker,Deal Status,,2025-11-01 19:43:47.08171,2025-11-01 19:43:47.08171,1
2567,LEAD-Y53B9ONS,Useppa Inn & Dock,4018,Buried - No Reason Specified,Dead End,,2025-11-01 19:43:47.172011,2025-11-01 19:43:47.172011,1
2568,LEAD-LQ660MJV,Ace chimney sweep,1206,Future Follow Up,Not Yet Interested,,2025-11-01 19:43:47.264169,2025-11-01 19:43:47.264169,1
2569,LEAD-EHHS201W,UNIVERSAL MARINE CENTER INC,4601,Buried - No Reason Specified,Dead End,,2025-11-01 19:43:47.445782,2025-11-01 19:43:47.445782,1
2570,LEAD-KF8PNRUD,SUGAREE SANDS PC LLC,4202,Called LVM,Qualifying,,2025-11-01 19:43:47.537902,2025-11-01 19:43:47.537902,1
2571,LEAD-MV8VM0XA,BK's Koffee & Gifts,1403,Visit In Person,Qualifying,,2025-11-01 19:43:47.809831,2025-11-01 19:43:47.809831,1
2572,LEAD-LFYLI72E,TLH GLASS LLC,4301,Went With Competitor,Not Yet Interested,,2025-11-01 19:43:47.901756,2025-11-01 19:43:47.901756,1
2573,LEAD-RCOX1QYT,GREENTREE FINANCIAL GROUP INC,4620,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:43:48.269579,2025-11-01 19:43:48.269579,1
2574,LEAD-8B4CFHKU,BRIGHT STAR ACADEMY DAY CARE CORP,4624,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:43:48.360333,2025-11-01 19:43:48.360333,1
2575,LEAD-3A9J09LO,Assumption Catholic Parish,4613,Buried - No Reason Specified,Dead End,,2025-11-01 19:43:48.449504,2025-11-01 19:43:48.449504,1
57,11784,Damaster's Enterprise,,Duplicate Account,Merchant Cancelled,TRX,2025-10-31 06:55:16.827255,2025-11-14 14:37:28.844,1
2576,LEAD-IWFL66VK,N&R Construction & Roofing llc,1507,Difficult To Reach,Not Yet Interested,,2025-11-01 19:43:48.632398,2025-11-01 19:43:48.632398,1
2577,LEAD-YXQFDIPH,POSEIDON BOAT LIFT SERVICES LLC,4403,Difficult To Reach,Not Yet Interested,,2025-11-01 19:43:48.723695,2025-11-01 19:43:48.723695,1
2578,LEAD-R08XBJCJ,MEM PREVENTIVE MEDICAL SERVICES LLC,4001,Phone Followup,Qualifying,,2025-11-01 19:43:48.907881,2025-11-01 19:43:48.907881,1
2579,LEAD-UC3WQDZP,1BSC LLC,1206,Difficult To Reach,Not Yet Interested,,2025-11-01 19:43:48.998498,2025-11-01 19:43:48.998498,1
2580,LEAD-6BDUCGVG,VARAHI ARK LLC,1213,Difficult To Reach,Not Yet Interested,,2025-11-01 19:43:49.088619,2025-11-01 19:43:49.088619,1
2581,LEAD-WV6VQ0JV,Daves Underground LLC,4211,Future Follow Up,Not Yet Interested,,2025-11-01 19:43:49.180146,2025-11-01 19:43:49.180146,1
2582,LEAD-79PDMQ7N,Lazy River Village Inc.,4020,Called LVM,Qualifying,,2025-11-01 19:43:49.362962,2025-11-01 19:43:49.362962,1
2583,LEAD-2JWM8T62,AUTO SHOPPERS INC,4616,Buried - No Reason Specified,Dead End,,2025-11-01 19:43:49.4525,2025-11-01 19:43:49.4525,1
2584,LEAD-4QZ8203N,Superior Cycle Works,4020,Pricing Too Low,Dead End,,2025-11-01 19:43:49.634167,2025-11-01 19:43:49.634167,1
2585,LEAD-0X26R8FF,Morrilton Country Club,1022,Difficult To Reach,Not Yet Interested,,2025-11-01 19:43:49.725621,2025-11-01 19:43:49.725621,1
2586,LEAD-8S1JX0M8,Howard Creek Country Mart LLC,4212,Future Follow Up,Not Yet Interested,,2025-11-01 19:43:49.909803,2025-11-01 19:43:49.909803,1
2587,LEAD-GLVHO3YC,lock and roll,1122,Pitched Decision Maker,Deal Status,,2025-11-01 19:43:50.001132,2025-11-01 19:43:50.001132,1
2588,LEAD-X93XNLP6,Temple,4705,Called LVM,Qualifying,,2025-11-01 19:43:50.092759,2025-11-01 19:43:50.092759,1
2589,LEAD-NBDLHJHB,"Rollin on Paint Services, LLC",4220,Called LVM,Qualifying,,2025-11-01 19:43:50.182644,2025-11-01 19:43:50.182644,1
2590,LEAD-23EJ8EKZ,FIVE TWO SEVEN FOOD,4506,Pitched Decision Maker,Deal Status,,2025-11-01 19:43:51.001951,2025-11-01 19:43:51.001951,1
2591,LEAD-RQZUJ466,UPPER CRUST PIZZA INC,4001,Proposal Completed,Deal Status,,2025-11-01 19:43:51.367612,2025-11-01 19:43:51.367612,1
2592,LEAD-RUEWZ79M,Sweet Life Gourmet Italian Ice  DBA Flava Shack,4507,Pitched Decision Maker,Deal Status,,2025-11-01 19:43:51.458324,2025-11-01 19:43:51.458324,1
2593,LEAD-KRYUTUCH,OCEANFRONT RESTORATION LLC,4705,Called LVM,Qualifying,,2025-11-01 19:43:51.549442,2025-11-01 19:43:51.549442,1
2594,LEAD-0EYB34ZU,"G C MECHANICAL SERVICES , CORP",4001,Phone Followup,Qualifying,,2025-11-01 19:43:51.730339,2025-11-01 19:43:51.730339,1
2595,LEAD-QZOTUHQ4,GOLDEN RULE CHILD CARE CENTERS LLC,4510,Called LVM,Qualifying,,2025-11-01 19:43:51.828361,2025-11-01 19:43:51.828361,1
2596,LEAD-G4PSSZSR,Phillip Williams & Sons Inc,4510,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:43:51.919057,2025-11-01 19:43:51.919057,1
2597,LEAD-SMTGW8N3,ELLIOTT HOME IMPROVEMENT,1507,Difficult To Reach,Not Yet Interested,,2025-11-01 19:43:52.100579,2025-11-01 19:43:52.100579,1
2598,LEAD-VJSAOFYR,OBT UNLIMITED LLC,4203,Went With Competitor,Not Yet Interested,,2025-11-01 19:43:52.192559,2025-11-01 19:43:52.192559,1
2650,LEAD-RUCVZNEN,The Dugout Cafe LLC,4715,Called LVM,Qualifying,,2025-11-01 19:44:02.726329,2025-11-01 19:44:02.726329,1
72,3286748394349250,St. Charles Community Association,9033,Merchant Is Live,Boarding,PayBright,2025-10-31 06:55:18.258675,2025-11-01 19:49:43.726,1
3371,LEAD-RGMBBW70,AKJ Consulting,1011,Volume Too Low,Dead End,,2025-11-01 19:50:30.194352,2025-11-01 19:50:30.194352,1
2599,LEAD-44AV8NSV,Friends of the Wewahitchka Library,4232,Volume Too Low,Dead End,,2025-11-01 19:43:52.283456,2025-11-01 19:43:52.283456,1
2600,LEAD-ZA6AFODE,EXECUTIVE SS LLC,4001,Phone Followup,Qualifying,,2025-11-01 19:43:52.465424,2025-11-01 19:43:52.465424,1
2601,LEAD-P0ET7RLD,McNew Fabrication,1001,Application Sent To Merchant,Deal Status,,2025-11-01 19:43:52.555786,2025-11-01 19:43:52.555786,1
2602,LEAD-23BOQJ66,JP CHARTERS LLC,4230,Difficult To Reach,Not Yet Interested,,2025-11-01 19:43:52.646304,2025-11-01 19:43:52.646304,1
2603,LEAD-GU2GRIDO,Son of a Cheesecake,,Application Sent To Merchant,Deal Status,Clover/Fiserv,2025-11-01 19:43:53.284314,2025-11-01 19:43:53.284314,1
2604,LEAD-A8M03Y53,Pearls Foundation,1202,Difficult To Reach,Not Yet Interested,,2025-11-01 19:43:53.37513,2025-11-01 19:43:53.37513,1
2605,LEAD-3GLEM82M,"Paragould Electrical Supply Inc,",1316,Future Follow Up,Not Yet Interested,,2025-11-01 19:43:53.465311,2025-11-01 19:43:53.465311,1
2606,LEAD-8LIQWFG9,CARRIAGE HOUSE HOME HEALTH LLC,1122,Pitched Decision Maker,Deal Status,,2025-11-01 19:43:53.556505,2025-11-01 19:43:53.556505,1
2607,LEAD-QXYW24SZ,GOLDEN RULE CHILD CARE CENTERS LLC,4510,Difficult To Reach,Not Yet Interested,,2025-11-01 19:43:54.014917,2025-11-01 19:43:54.014917,1
2608,LEAD-XLMV2XVH,KEYS FRESH 2 LLC,4007,Following Up For Decision,Deal Status,,2025-11-01 19:43:54.10603,2025-11-01 19:43:54.10603,1
2609,LEAD-YIS0QA6S,Cudjoe Marina,4003,Application Sent To Merchant,Deal Status,,2025-11-01 19:43:54.196417,2025-11-01 19:43:54.196417,1
2610,LEAD-9NIZ5NNK,Elliott Home Improvement,1507,Difficult To Reach,Not Yet Interested,,2025-11-01 19:43:54.925668,2025-11-01 19:43:54.925668,1
2611,LEAD-NXS998EA,DELICIAS LA MARIPOSA Y MAS LLC,1120,Pitched Decision Maker,Deal Status,,2025-11-01 19:43:55.018919,2025-11-01 19:43:55.018919,1
2612,LEAD-3B4BUBVO,The Flair Boutique LLC,4239,Difficult To Reach,Not Yet Interested,,2025-11-01 19:43:55.124847,2025-11-01 19:43:55.124847,1
2613,LEAD-D3EGPGCQ,laurel oaks service,4610,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:43:55.239831,2025-11-01 19:43:55.239831,1
2614,LEAD-M0GSX5R6,DELICIAS LA MARIPOSA Y MAS LLC,1120,Buried - No Reason Specified,Dead End,,2025-11-01 19:43:55.531122,2025-11-01 19:43:55.531122,1
2615,LEAD-7U6EV29X,Island Holding Corporation DBA Bud N Mary's Marina,4003,Hot Lead,Qualifying,,2025-11-01 19:43:55.621854,2025-11-01 19:43:55.621854,1
2616,LEAD-C2W3LXEN,CLARK'S CLIENT SERVICES LLC,1202,Future Follow Up,Not Yet Interested,,2025-11-01 19:43:55.711695,2025-11-01 19:43:55.711695,1
2617,LEAD-U4AMWY2J,The Main Dish,1316,Pitched Decision Maker,Deal Status,,2025-11-01 19:43:56.073933,2025-11-01 19:43:56.073933,1
2618,LEAD-W9GIL21M,Unique Towing LLC,1213,Future Follow Up,Not Yet Interested,,2025-11-01 19:43:56.530201,2025-11-01 19:43:56.530201,1
2619,LEAD-8QEO8O11,OCEANFRONT RESTORATION LLC,4705,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:43:56.984671,2025-11-01 19:43:56.984671,1
2620,LEAD-WJMTQGZ4,RICKEY'S RESTAURANT AND LOUNGE INC,4606,Inaccurate Info/Duplicate Entry,Dead End,,2025-11-01 19:43:57.07536,2025-11-01 19:43:57.07536,1
2621,LEAD-LZUD4W6W,OCEANFRONT RESTORATION LLC,4705,Buried - No Reason Specified,Dead End,,2025-11-01 19:43:57.166509,2025-11-01 19:43:57.166509,1
2622,LEAD-CQTUX67G,Medical Admin Of America LLC,4212,Application Declined,Underwriting,,2025-11-01 19:43:57.257701,2025-11-01 19:43:57.257701,1
2623,LEAD-F80Q66PE,"Tony's Tire Service, Inc.",1515,Future Follow Up,Not Yet Interested,,2025-11-01 19:43:57.348199,2025-11-01 19:43:57.348199,1
2624,LEAD-ZYSQYLFP,Scullys Low Country Boil LLC,4212,Called LVM,Qualifying,,2025-11-01 19:43:57.440609,2025-11-01 19:43:57.440609,1
2625,LEAD-D69W3TXH,Tony's Tire Service,1515,Future Follow Up,Not Yet Interested,,2025-11-01 19:43:57.531346,2025-11-01 19:43:57.531346,1
2626,LEAD-ZX61BRDM,Robbie Dipaolo,1001,Called LVM,Qualifying,Global,2025-11-01 19:43:57.622863,2025-11-01 19:43:57.622863,1
2627,LEAD-IJWK58MM,Shoreline Renovation Company,4004,Application Sent To Merchant,Deal Status,,2025-11-01 19:43:57.714093,2025-11-01 19:43:57.714093,1
2628,LEAD-O43B400Y,BUSY FROG LLC,4239,Called LVM,Qualifying,,2025-11-01 19:43:57.804535,2025-11-01 19:43:57.804535,1
2629,LEAD-7CPVPW3W,ESAD Enterprises INC,4212,Phone Followup,Qualifying,,2025-11-01 19:43:57.988019,2025-11-01 19:43:57.988019,1
2630,LEAD-Q5EF55Y9,HWY 5 SMOKE N VAPOR LLC,1102,Buried - No Reason Specified,Dead End,,2025-11-01 19:43:59.451776,2025-11-01 19:43:59.451776,1
2631,LEAD-PK86AMXA,Bandimere,1514,Future Follow Up,Not Yet Interested,,2025-11-01 19:43:59.54218,2025-11-01 19:43:59.54218,1
2632,LEAD-37DVZ101,CYJAC CORPORATION/dba STOCKYARD FEED AND WESTERN WEAR,4710,Going Out Of Business,Dead End,,2025-11-01 19:43:59.632141,2025-11-01 19:43:59.632141,1
2633,LEAD-WH1S7LOR,Robert Allan PA,4011,Called LVM,Qualifying,,2025-11-01 19:43:59.721842,2025-11-01 19:43:59.721842,1
2634,LEAD-L75QOZMZ,Morgan Allison Beck DBA beck photography & Beck's Bridal Boutique,1405,Future Follow Up,Not Yet Interested,,2025-11-01 19:43:59.813597,2025-11-01 19:43:59.813597,1
2635,LEAD-DW6LFRRG,John Shannon DDS,,Pitched Decision Maker,Deal Status,,2025-11-01 19:43:59.903956,2025-11-01 19:43:59.903956,1
2636,LEAD-MHSLZ0PN,LuAnn's Homemade Pasta,,Buried - No Reason Specified,Dead End,,2025-11-01 19:43:59.995414,2025-11-01 19:43:59.995414,1
2637,LEAD-I0C3NSEJ,VISUAL VIBES PHOTOGRAPHY LLC,4005,Called LVM,Qualifying,,2025-11-01 19:44:00.179264,2025-11-01 19:44:00.179264,1
2638,LEAD-HAS15S07,305 Life Charters LLC,4004,Called LVM,Qualifying,,2025-11-01 19:44:00.269837,2025-11-01 19:44:00.269837,1
2639,LEAD-H571HOAE,MADZ MIXIN LLC,4005,Future Follow Up,Not Yet Interested,,2025-11-01 19:44:00.359911,2025-11-01 19:44:00.359911,1
2640,LEAD-3FWF56OF,NORTH FLORIDA AFRICAN AMERICAN CORRIDOR,4201,Buried - No Reason Specified,Dead End,,2025-11-01 19:44:00.45125,2025-11-01 19:44:00.45125,1
2641,LEAD-F1AJALI7,City of Rector,1318,Pitched Decision Maker,Deal Status,,2025-11-01 19:44:00.54243,2025-11-01 19:44:00.54243,1
2642,LEAD-5BNILSP3,KD'S BARBERTON,1509,Went With Competitor,Not Yet Interested,,2025-11-01 19:44:00.633262,2025-11-01 19:44:00.633262,1
2643,LEAD-8ZMX3SGH,PARAGOULD CHIROPRACTIC PA,1120,Application Sent To Merchant,Deal Status,,2025-11-01 19:44:02.088271,2025-11-01 19:44:02.088271,1
2644,LEAD-P6GENXYL,Big Chiefs Convenient Store,1213,Difficult To Reach,Not Yet Interested,,2025-11-01 19:44:02.180606,2025-11-01 19:44:02.180606,1
2645,LEAD-YOCTIKUM,Bryan Carter Construction LLC,4227,Pitched Decision Maker,Deal Status,,2025-11-01 19:44:02.271361,2025-11-01 19:44:02.271361,1
2646,LEAD-JHEXMSOK,GROUND LEVEL INC,4510,Buried - No Reason Specified,Dead End,,2025-11-01 19:44:02.362489,2025-11-01 19:44:02.362489,1
2647,LEAD-RKEB0X5G,Garfield Institue of Music,1104,Difficult To Reach,Not Yet Interested,,2025-11-01 19:44:02.453326,2025-11-01 19:44:02.453326,1
2648,LEAD-KLZOQV9A,"Harvey The Plug, LLC",4224,Going Out Of Business,Dead End,,2025-11-01 19:44:02.543874,2025-11-01 19:44:02.543874,1
2649,LEAD-PU6NESW4,Scott Howard dba H2O Pool Service,4715,Buried - No Reason Specified,Dead End,,2025-11-01 19:44:02.635549,2025-11-01 19:44:02.635549,1
107,924600888801185,FL Comm Fishermens Assoc - ML,4004,Processing Under New MID,Merchant Cancelled,Merchant Lynx,2025-10-31 06:55:21.209144,2025-11-14 14:37:12.44,1
132,6588000002518570,COMPANIONS CLOTHIER,1210,Business Closed,Merchant Cancelled,Clearent,2025-10-31 06:55:23.317616,2025-11-01 19:49:53.141,1
115,11499,Allied Compliance Services - Lubbock,1001,Merchant Is Live,Boarding,TRX,2025-10-31 06:55:21.886299,2025-11-14 14:37:11.92,1
2651,LEAD-XYJ9D9W4,Clarksville Basketball Booster Club,1409,Went With Competitor,Not Yet Interested,,2025-11-01 19:44:02.817076,2025-11-01 19:44:02.817076,1
2652,LEAD-V7DP583N,BOUNCE ADVENTURES LLC;C MORRIS CONSTRUCTION LLC,4225,Pitched Decision Maker,Deal Status,,2025-11-01 19:44:03.003128,2025-11-01 19:44:03.003128,1
2653,LEAD-RAHXS8NK,MYAKKA PINES LADIES 18 HOLE ASSICIATION,4020,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:44:03.095052,2025-11-01 19:44:03.095052,1
2654,LEAD-7D3G1ELN,Robert Allan PA,4011,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:44:03.187726,2025-11-01 19:44:03.187726,1
2655,LEAD-TJQDXYPF,Better buy Muffler brakes and Tires LLC,4001,Application Sent To Merchant,Deal Status,,2025-11-01 19:44:03.462405,2025-11-01 19:44:03.462405,1
2656,LEAD-8KMFHYEN,JREC VENTURES LLC DBA TANTANIC,2212,Called LVM,Qualifying,,2025-11-01 19:44:03.643443,2025-11-01 19:44:03.643443,1
2657,LEAD-7WNKWMCQ,ST MARK THE EVANGELIST CATHOLIC PARISH,4617,Buried - No Reason Specified,Dead End,,2025-11-01 19:44:03.829372,2025-11-01 19:44:03.829372,1
2658,LEAD-EA4T5GIS,"SIMPLY VAINILLA ,LLC",4707,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:44:03.919839,2025-11-01 19:44:03.919839,1
2659,LEAD-93L42GXL,SOL AMERICA MULTISERVICES CORPORATION,4001,Future Follow Up,Not Yet Interested,,2025-11-01 19:44:04.01024,2025-11-01 19:44:04.01024,1
2660,LEAD-1I9ATVVZ,ISLAND DREAMS FURNITURE & DECOR LLC,4004,Called LVM,Qualifying,,2025-11-01 19:44:04.101165,2025-11-01 19:44:04.101165,1
2661,LEAD-YZ8FW9A8,SOUTHERN TIDE SALVAGE AND MARINE RECOVERY LLC,4005,Called LVM,Qualifying,,2025-11-01 19:44:04.282612,2025-11-01 19:44:04.282612,1
2662,LEAD-7TJ28J83,Blessed Kettle Brewing Company LLc,5004,Going Out Of Business,Dead End,,2025-11-01 19:44:04.375172,2025-11-01 19:44:04.375172,1
2663,LEAD-YA68RXVB,J & H BODY SHOP,1011,Future Follow Up,Not Yet Interested,,2025-11-01 19:44:04.465225,2025-11-01 19:44:04.465225,1
2664,LEAD-OFCV1T64,NORTHEAST ELECTRICAL LLC,4302,Phone Followup,Qualifying,,2025-11-01 19:44:04.55524,2025-11-01 19:44:04.55524,1
2665,LEAD-O3ME6S19,Cornerstone Auto Care LLC,1515,Future Follow Up,Not Yet Interested,,2025-11-01 19:44:04.736288,2025-11-01 19:44:04.736288,1
2666,LEAD-P8GHQLB3,ARKANSAS BROADCASTERS ASSOCIATION,1110,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:44:04.827402,2025-11-01 19:44:04.827402,1
2667,LEAD-RTA15SHE,J and H Body Shop,1214,Future Follow Up,Not Yet Interested,,2025-11-01 19:44:04.917838,2025-11-01 19:44:04.917838,1
2668,LEAD-9SJYMVH6,That Guy Cleaning Company LLC,4508,Volume Too Low,Dead End,,2025-11-01 19:44:05.008574,2025-11-01 19:44:05.008574,1
2669,LEAD-S1NLA6O9,Ceramics by Maryann,4220,Volume Too Low,Dead End,,2025-11-01 19:44:05.18983,2025-11-01 19:44:05.18983,1
2670,LEAD-72NJOR4C,Brave City Childcare LLC,4607,Brand New,Qualifying,,2025-11-01 19:44:05.279663,2025-11-01 19:44:05.279663,1
2671,LEAD-D1ETU91L,Craft Propane,1301,Brand New,Qualifying,,2025-11-01 19:44:05.37166,2025-11-01 19:44:05.37166,1
2672,LEAD-VP83516Q,Baldwin County Heritage Museum,5006,Volume Too Low,Dead End,,2025-11-01 19:44:05.462246,2025-11-01 19:44:05.462246,1
2673,LEAD-26AQWVRH,Punta Gorda Chamber of Commerence,4013,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:44:05.552814,2025-11-01 19:44:05.552814,1
2674,LEAD-O45JVK85,Ryse Elevator LLC,1001,Future Follow Up,Not Yet Interested,,2025-11-01 19:44:05.643879,2025-11-01 19:44:05.643879,1
2675,LEAD-CHXSW8OA,Bob's Twist N Shake,4715,Loses A Feature By Switching,Dead End,,2025-11-01 19:44:05.846097,2025-11-01 19:44:05.846097,1
2676,LEAD-HK79LW24,Seams Just Right,1403,Future Follow Up,Not Yet Interested,,2025-11-01 19:44:06.123886,2025-11-01 19:44:06.123886,1
2677,LEAD-1XC8VKI5,HIT N RUN LLC,1210,Future Follow Up,Not Yet Interested,,2025-11-01 19:44:06.309001,2025-11-01 19:44:06.309001,1
2678,LEAD-G8W2MXRA,City of Saint Marks,4302,Difficult To Reach,Not Yet Interested,,2025-11-01 19:44:06.401947,2025-11-01 19:44:06.401947,1
2679,LEAD-GZSIH5V4,Beach Haven Resort St Pete,4704,Difficult To Reach,Not Yet Interested,,2025-11-01 19:44:06.492934,2025-11-01 19:44:06.492934,1
2680,LEAD-1O5BSL0N,LOCAL BEACH PIZZA LLC,4213,Promised to Send Statement,Qualifying,,2025-11-01 19:44:06.589333,2025-11-01 19:44:06.589333,1
2681,LEAD-A3IQPU6W,RONNY JOSE CORREA VILLAHERMOSA,4213,Buried - No Reason Specified,Dead End,,2025-11-01 19:44:06.680116,2025-11-01 19:44:06.680116,1
2682,LEAD-J889ZHPG,Alpha Kappa Alpha- Chi Eta Omega Chapter,1214,Future Follow Up,Not Yet Interested,,2025-11-01 19:44:06.770202,2025-11-01 19:44:06.770202,1
2683,LEAD-GJGDBSWC,Seven Hundred Plus Foundation,4507,Buried - No Reason Specified,Dead End,,2025-11-01 19:44:06.961764,2025-11-01 19:44:06.961764,1
2684,LEAD-VMF4P1L1,LET ER EAT CHARTERS LLC,4005,Future Follow Up,Not Yet Interested,,2025-11-01 19:44:07.145978,2025-11-01 19:44:07.145978,1
2685,LEAD-AE05XQXB,Pasquini's Pizzeria Grill INC,4003,Called LVM,Qualifying,,2025-11-01 19:44:07.416603,2025-11-01 19:44:07.416603,1
2686,LEAD-D1X11EQA,Dave Panton's Auto Service,4715,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:44:07.508547,2025-11-01 19:44:07.508547,1
2687,LEAD-UZD4M4CQ,Orthopaedic Center of Venice,4715,Went With Competitor,Not Yet Interested,,2025-11-01 19:44:07.600629,2025-11-01 19:44:07.600629,1
2688,LEAD-Z2I8QO3A,Gynecology of Venice,4715,Went With Competitor,Not Yet Interested,,2025-11-01 19:44:07.69578,2025-11-01 19:44:07.69578,1
2689,LEAD-0CFKQBVY,Jetty Jacks,4715,Phone Followup,Qualifying,,2025-11-01 19:44:07.789995,2025-11-01 19:44:07.789995,1
2690,LEAD-QOFU5QD0,PROJECT PINKY TRIBUTE TILES INC,4013,Buried - No Reason Specified,Dead End,,2025-11-01 19:44:07.881116,2025-11-01 19:44:07.881116,1
2691,LEAD-MVAPGCFX,TRINOVA HEALTHCARE LLC,4403,Pitched Decision Maker,Deal Status,,2025-11-01 19:44:07.977597,2025-11-01 19:44:07.977597,1
2692,LEAD-7H0HQW9W,Allied Furniture,,Application Sent To Merchant,Deal Status,,2025-11-01 19:44:08.170155,2025-11-01 19:44:08.170155,1
2693,LEAD-1092DVOI,Ali Paintings,4507,Volume Too Low,Dead End,,2025-11-01 19:44:08.262102,2025-11-01 19:44:08.262102,1
2694,LEAD-KYXB1T5V,Shelly Lawson,1509,Future Follow Up,Not Yet Interested,,2025-11-01 19:44:08.35288,2025-11-01 19:44:08.35288,1
2695,LEAD-OU0B0GN9,Lensaudio LLC,1510,Went With Competitor,Not Yet Interested,,2025-11-01 19:44:08.443089,2025-11-01 19:44:08.443089,1
2696,LEAD-LU9I7OSQ,STURMAN EMPOWERMENT INSTITUTE LLC,4613,Buried - No Reason Specified,Dead End,,2025-11-01 19:44:08.624063,2025-11-01 19:44:08.624063,1
2697,LEAD-BWUSFHQB,Auto's Aviation,1219,Difficult To Reach,Not Yet Interested,,2025-11-01 19:44:08.715976,2025-11-01 19:44:08.715976,1
2698,LEAD-46FNXSBO,HAIR 101 LLC,4227,Buried - Zero Chance For Deal,Dead End,,2025-11-01 19:44:08.810673,2025-11-01 19:44:08.810673,1
2699,LEAD-ZN0XV7L6,Freedom Restorers LLC,4506,Buried - No Reason Specified,Dead End,,2025-11-01 19:44:08.901991,2025-11-01 19:44:08.901991,1
2700,LEAD-22HW5PLE,TWO FRIENDS INC DBA SOUTHPORT RAW BAR,4601,Pricing Too Low,Dead End,,2025-11-01 19:44:08.992277,2025-11-01 19:44:08.992277,1
2701,LEAD-3EY45L03,BATT & SONS PAINTING LLC,4230,Future Follow Up,Not Yet Interested,,2025-11-01 19:44:09.085273,2025-11-01 19:44:09.085273,1
2702,LEAD-MAI89116,Martini & Bourbon Lounge,4507,Called LVM,Qualifying,,2025-11-01 19:44:09.266068,2025-11-01 19:44:09.266068,1
2703,LEAD-EG15G5P7,Good Guys wine & Liquor,4507,Buried - No Reason Specified,Dead End,,2025-11-01 19:44:09.357886,2025-11-01 19:44:09.357886,1
2704,LEAD-6XUJDVO7,Friendship Wine & Liquor,4507,Buried - No Reason Specified,Dead End,,2025-11-01 19:44:09.449479,2025-11-01 19:44:09.449479,1
2705,LEAD-L20WVM40,Osprey Amoco,4507,Buried - No Reason Specified,Dead End,,2025-11-01 19:44:09.539807,2025-11-01 19:44:09.539807,1
2706,LEAD-NHT4NYYS,Mobile Atwater,4507,Buried - No Reason Specified,Dead End,,2025-11-01 19:44:09.630592,2025-11-01 19:44:09.630592,1
2707,LEAD-8CMKEISB,BRYAN EVANS LLC,4220,Pitched Decision Maker,Deal Status,,2025-11-01 19:44:09.81172,2025-11-01 19:44:09.81172,1
2708,LEAD-I2BJRVLR,Lost Pizza Co.,,Future Follow Up,Not Yet Interested,Toast,2025-11-01 19:44:09.905544,2025-11-01 19:44:09.905544,1
2709,LEAD-JKXDCYVV,BKRE CAM LLC,4606,Buried - No Reason Specified,Dead End,,2025-11-01 19:44:09.99784,2025-11-01 19:44:09.99784,1
2710,LEAD-6YA6M6A7,A Best Forklift,4602,Buried - No Reason Specified,Dead End,,2025-11-01 19:44:10.27031,2025-11-01 19:44:10.27031,1
2711,LEAD-RHDZGRF4,"PERFECT FIX HOME SVCS, LLC",4005,Future Follow Up,Not Yet Interested,,2025-11-01 19:44:10.361426,2025-11-01 19:44:10.361426,1
